id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est,combatant_deaths
205725,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-09-08,31 dead as intense coalition raids pound Yemen rebels""",Agence France Presse,2015-09-08,31 dead as intense coalition raids pound Yemen rebels,officials ,1,Bayḩān town,,Shabwah governorate,Bayḩān district,14.800669,45.718891,POINT (45.718891 14.800669),150932,Yemen (North Yemen),678,Middle East,1,1,09/08/2015 00:00:00,09/08/2015 00:00:00,21,0,0,0,21,21,21,21
205726,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-09-10,Anti-rebel air raids 'kill Yemeni beekeepers in error'""",Agence France Presse,2015-09-10,Anti-rebel air raids 'kill Yemeni beekeepers in error',a local official ,1,Bayḩān town,,Shabwah governorate,Bayḩān district,14.800669,45.718891,POINT (45.718891 14.800669),150932,Yemen (North Yemen),678,Middle East,1,1,09/09/2015 00:00:00,09/09/2015 00:00:00,0,0,8,0,8,8,8,0
205727,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-09-10,UPDATE 1-Saudi-led air raids hit bases, Houthi leaders' houses in Yemeni capital""",Reuters News,2015-09-10,"UPDATE 1-Saudi-led air raids hit bases, Houthi leaders' houses in Yemeni capital",Reuters News,1,Ta'izz town,,Ta'izz governorate,,13.579522,44.020908,POINT (44.020908 13.579522),149489,Yemen (North Yemen),678,Middle East,1,1,09/10/2015 00:00:00,09/10/2015 00:00:00,0,0,0,18,18,18,18,0
205729,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-09-10,Saudi guard shot dead on Yemen border""",Agence France Presse,2015-09-10,Saudi guard shot dead on Yemen border,Saudi Press Agency,5,Saudi Arabia - Yemen border,,,,17.397132,43.477426,POINT (43.477426 17.397132),154527,Yemen (North Yemen),678,Middle East,1,1,09/10/2015 00:00:00,09/10/2015 00:00:00,0,1,0,0,1,1,1,1
205730,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-09-11,More troops enter Yemen from Saudi to fight rebels""",Agence France Presse,2015-09-11,More troops enter Yemen from Saudi to fight rebels,military sources ,4,Ma'rib governorate,,Ma'rib governorate,,15.416667,45.35,POINT (45.350000 15.416667),151651,Yemen (North Yemen),678,Middle East,1,1,09/11/2015 00:00:00,09/11/2015 00:00:00,7,0,0,0,7,7,7,7
205731,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-09-11,At least 20 dead as rebel rockets hit market in Yemen's Marib""",Agence France Presse,2015-09-11,At least 20 dead as rebel rockets hit market in Yemen's Marib,a medical official ,1,Ma’rib town,,Ma'rib governorate,Ma’rib district,15.460977,45.325301,POINT (45.325301 15.460977),151651,Yemen (North Yemen),678,Middle East,1,1,09/11/2015 00:00:00,09/11/2015 00:00:00,0,0,20,0,20,20,20,0
205732,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-09-11,Yemen's exiled government says to attend peace talks in Oman""",Agence France Presse,2015-09-11,Yemen's exiled government says to attend peace talks in Oman,Medics ,1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,09/11/2015 00:00:00,09/11/2015 00:00:00,0,0,0,7,7,7,7,0
205769,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-09-12,At least 16 Yemeni civilians killed in Saudi-led air strikes: medics""",Reuters News,2015-09-12,At least 16 Yemeni civilians killed in Saudi-led air strikes: medics,Eyewitnesses ,1,Ta'izz town,,Ta'izz governorate,,13.579522,44.020908,POINT (44.020908 13.579522),149489,Yemen (North Yemen),678,Middle East,1,1,09/12/2015 00:00:00,09/12/2015 00:00:00,0,0,10,0,10,10,10,0
205770,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-09-12,At least 16 Yemeni civilians killed in Saudi-led air strikes: medics""",Reuters News,2015-09-12,At least 16 Yemeni civilians killed in Saudi-led air strikes: medics,Eyewitnesses ,1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,09/12/2015 00:00:00,09/12/2015 00:00:00,0,0,2,0,2,2,2,0
205771,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-09-12,At least 16 Yemeni civilians killed in Saudi-led air strikes: medics""",Reuters News,2015-09-12,At least 16 Yemeni civilians killed in Saudi-led air strikes: medics,medics ,4,Şa‘dah governorate,,Şa‘dah governorate,,17.063404,43.914882,POINT (43.914882 17.063404),154528,Yemen (North Yemen),678,Middle East,1,1,09/12/2015 00:00:00,09/12/2015 00:00:00,0,0,4,0,4,4,4,0
205773,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-09-14,Five Saudi soldiers killed at Yemen border, fighting begins in central province""",Reuters News,2015-09-14,"Five Saudi soldiers killed at Yemen border, fighting begins in central province",United Arab Emirates state news agency WAM ,4,Ma'rib governorate,,Ma'rib governorate,,15.416667,45.35,POINT (45.350000 15.416667),151651,Yemen (North Yemen),678,Middle East,1,1,09/13/2015 00:00:00,09/13/2015 00:00:00,0,1,0,0,1,1,1,1
205774,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-09-14,UPDATE 1-Ten killed in air strike on Sanaa as fighting starts in central Yemen""",Reuters News,2015-09-14,UPDATE 1-Ten killed in air strike on Sanaa as fighting starts in central Yemen,medical sources and residents ,1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,09/14/2015 00:00:00,09/14/2015 00:00:00,0,0,0,10,10,10,10,0
205776,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-09-15,Yemen loyalists say advancing against rebels in Marib""",Agence France Presse,2015-09-15,Yemen loyalists say advancing against rebels in Marib,UAE,4,Ma'rib governorate,,Ma'rib governorate,,15.416667,45.35,POINT (45.350000 15.416667),151651,Yemen (North Yemen),678,Middle East,1,1,09/14/2015 00:00:00,09/14/2015 00:00:00,0,1,0,0,1,1,1,1
205777,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-09-15,Saudi-led strikes kill at least 54 Yemenis - Houthi-run agency""",Reuters News,2015-09-15,Saudi-led strikes kill at least 54 Yemenis - Houthi-run agency,Houthi-run Sabanews.net news agency and residents,3,‘Ans district,,Dhamār governorate,‘Ans district,14.436065,44.388892,POINT (44.388892 14.436065),150209,Yemen (North Yemen),678,Middle East,1,1,09/15/2015 00:00:00,09/15/2015 00:00:00,0,0,0,18,18,18,18,0
205778,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-09-15,Saudi-led strikes kill at least 54 Yemenis - Houthi-run agency""",Reuters News,2015-09-15,Saudi-led strikes kill at least 54 Yemenis - Houthi-run agency,Houthi-run Sabanews.net news agency and residents ,4,Şa‘dah governorate,,Şa‘dah governorate,,17.063404,43.914882,POINT (43.914882 17.063404),154528,Yemen (North Yemen),678,Middle East,1,1,09/15/2015 00:00:00,09/15/2015 00:00:00,0,0,13,0,13,13,13,0
205779,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-09-15,Saudi-led strikes kill at least 54 Yemenis - Houthi-run agency""",Reuters News,2015-09-15,Saudi-led strikes kill at least 54 Yemenis - Houthi-run agency,Sabanews.net,4,al-Maḩwīt governorate,,al-Maḩwīt governorate,,15.391981,43.536163,POINT (43.536163 15.391981),151648,Yemen (North Yemen),678,Middle East,1,1,09/15/2015 00:00:00,09/15/2015 00:00:00,0,0,13,0,13,13,13,0
205780,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-09-15,Saudi-led strikes kill at least 54 Yemenis - Houthi-run agency""",Reuters News,2015-09-15,Saudi-led strikes kill at least 54 Yemenis - Houthi-run agency,Sabanews.net,1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,09/15/2015 00:00:00,09/15/2015 00:00:00,0,0,0,10,10,10,10,0
205784,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-09-17,At least nine killed in Saudi-led strikes on Yemen: medics""",Reuters News,2015-09-17,At least nine killed in Saudi-led strikes on Yemen: medics,medical sources ,1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,09/17/2015 00:00:00,09/17/2015 00:00:00,0,0,9,0,9,9,9,0
205785,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-09-17,Loyalist forces boosted on road to Sanaa, over 30 killed More coalition backup for Yemen, as 33 die in air strikes""",Agence France Presse,2015-09-17,"Loyalist forces boosted on road to Sanaa, over 30 killed More coalition backup for Yemen, as 33 die in air strikes",witnesses ,1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,09/17/2015 00:00:00,09/17/2015 00:00:00,0,0,5,0,5,10,5,0
205786,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-09-17,Loyalist forces boosted on road to Sanaa, over 30 killed More coalition backup for Yemen, as 33 die in air strikes""",Agence France Presse,2015-09-17,"Loyalist forces boosted on road to Sanaa, over 30 killed More coalition backup for Yemen, as 33 die in air strikes",military sources,3,Şirwāḩ district,,Ma'rib governorate,Şirwāḩ district,15.451035,45.011549,POINT (45.011549 15.451035),151651,Yemen (North Yemen),678,Middle East,1,1,09/17/2015 00:00:00,09/17/2015 00:00:00,18,0,0,0,18,18,18,18
205787,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-09-17,Loyalist forces boosted on road to Sanaa, over 30 killed More coalition backup for Yemen, as 33 die in air strikes""",Agence France Presse,2015-09-17,"Loyalist forces boosted on road to Sanaa, over 30 killed More coalition backup for Yemen, as 33 die in air strikes",military sources,4,Shabwah governorate,,Shabwah governorate,,15,47,POINT (47.000000 15.000000),151655,Yemen (North Yemen),678,Middle East,1,1,09/17/2015 00:00:00,09/17/2015 00:00:00,10,0,0,0,10,10,10,10
205788,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-09-18,Air strike kills 14 Yemen pro-govt fighters by 'mistake'""",Agence France Presse,2015-09-18,Air strike kills 14 Yemen pro-govt fighters by 'mistake',tribal and military sources ,3,Ḩarīb district,,Ma'rib governorate,Ḩarīb district,14.930446,45.368197,POINT (45.368197 14.930446),150931,Yemen (North Yemen),678,Middle East,1,1,09/18/2015 00:00:00,09/18/2015 00:00:00,0,14,0,0,14,14,14,14
205789,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""Agence France Presse,2015-09-19,15 killed as Saudi-led planes pound Yemen's Sanaa"";""Associated Press Newswires,2015-09-19,Saudi-led coalition airstrikes in Yemen's capital kill 29""",Agence France Presse;Associated Press Newswires,2015-09-19;2015-09-19,15 killed as Saudi-led planes pound Yemen's Sanaa;Saudi-led coalition airstrikes in Yemen's capital kill 29,aid workers and witnesses ,1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,2,09/18/2015 00:00:00,09/19/2015 00:00:00,19,0,10,0,29,29,29,19
205790,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-09-20,Rebel prisoners among 11 dead in Saudi-led strikes in Yemen""",Agence France Presse,2015-09-20,Rebel prisoners among 11 dead in Saudi-led strikes in Yemen,witnesses and medics ,1,Al Qā‘idah town,,Ibb governorate,Dhī as Sufāl district,13.755565,44.132356,POINT (44.132356 13.755565),149489,Yemen (North Yemen),678,Middle East,1,1,09/20/2015 00:00:00,09/20/2015 00:00:00,0,0,0,11,11,11,11,0
205791,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-09-20,Rebel prisoners among 11 dead in Saudi-led strikes in Yemen""",Agence France Presse,2015-09-20,Rebel prisoners among 11 dead in Saudi-led strikes in Yemen,Saudi interior ministry,5,Saudi Arabia - Yemen border,,,,17.397132,43.477426,POINT (43.477426 17.397132),154527,Yemen (North Yemen),678,Middle East,1,1,09/20/2015 00:00:00,09/20/2015 00:00:00,0,2,0,0,2,2,2,2
205792,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-09-21,Saudi-led coalition strikes kill at least 30 in north Yemen""",Reuters News,2015-09-21,Saudi-led coalition strikes kill at least 30 in north Yemen,medics,3,Ash Shaghādirah district,,Ḩajjah governorate,Ash Shaghādirah district,15.604231,43.499161,POINT (43.499161 15.604231),152367,Yemen (North Yemen),678,Middle East,1,1,09/21/2015 00:00:00,09/21/2015 00:00:00,0,0,0,30,30,30,30,0
205793,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-09-21,Saudi-led coalition strikes kill at least 30 in north Yemen""",Reuters News,2015-09-21,Saudi-led coalition strikes kill at least 30 in north Yemen,Reuters,3,Munabbih district,,Şa‘dah governorate,Munabbih district,17.175682,43.279064,POINT (43.279064 17.175682),154527,Yemen (North Yemen),678,Middle East,1,1,09/20/2015 00:00:00,09/20/2015 00:00:00,0,0,0,20,20,20,20,0
205794,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""Associated Press Newswires,2015-09-21,Saudi airstrikes kill 15 civilians in Yemeni capital"";""Reuters News,2015-09-21,Saudi-led coalition strikes kill at least 50 in Yemen""",Associated Press Newswires;Reuters News,2015-09-21;2015-09-21,Saudi airstrikes kill 15 civilians in Yemeni capital;Saudi-led coalition strikes kill at least 50 in Yemen,officials ,1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,09/21/2015 00:00:00,09/21/2015 00:00:00,0,0,18,0,18,18,18,0
205795,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""Associated Press Newswires,2015-09-21,Saudi airstrikes kill 15 civilians in Yemeni capital"";""Reuters News,2015-09-21,Saudi-led coalition strikes kill at least 50 in Yemen""",Associated Press Newswires;Reuters News,2015-09-21;2015-09-21,Saudi airstrikes kill 15 civilians in Yemeni capital;Saudi-led coalition strikes kill at least 50 in Yemen,officials,1,Ta'izz town,,Ta'izz governorate,,13.579522,44.020908,POINT (44.020908 13.579522),149489,Yemen (North Yemen),678,Middle East,1,1,09/21/2015 00:00:00,09/21/2015 00:00:00,0,0,8,0,8,8,8,0
205800,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-09-22,Coalition air raid kills 21 in Yemen capital: medics""",Agence France Presse,2015-09-22,Coalition air raid kills 21 in Yemen capital: medics,witnesses and medics ,1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,09/22/2015 00:00:00,09/22/2015 00:00:00,0,0,0,21,21,21,21,0
205802,,2015,True,Clear,1,13645,13645,Yemen (North Yemen): Islamic State,14609,14609,Government of Yemen (North Yemen) - IS,123,123,Government of Yemen (North Yemen),234,234,IS,1,"""Agence France Presse,2015-09-24,Yemen mosque bombing kills 25 during holiday prayers""",Agence France Presse,2015-09-24,Yemen mosque bombing kills 25 during holiday prayers,"IS, witnesses ",1,Şan‘ā’ city,,Amānat al ‘Āşimah governorate,,15.354722,44.206667,POINT (44.206667 15.354722),151649,Yemen (North Yemen),678,Middle East,1,1,09/24/2015 00:00:00,09/24/2015 00:00:00,0,1,0,25,26,26,26,1
205804,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-09-24,IS suicide bomber dressed as a woman kills 10 at Yemen Houthi mosque""",Reuters News,2015-09-24,IS suicide bomber dressed as a woman kills 10 at Yemen Houthi mosque,residents ,4,Ḩajjah governorate,,Ḩajjah governorate,,16,43.25,POINT (43.250000 16.000000),153087,Yemen (North Yemen),678,Middle East,1,1,09/24/2015 00:00:00,09/24/2015 00:00:00,0,0,4,2,6,6,6,0
205806,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Associated Press Newswires,2015-09-25,Saudi airstrikes, fighting in Yemeni city kill 13 people""",Associated Press Newswires,2015-09-25,"Saudi airstrikes, fighting in Yemeni city kill 13 people",Yemen officials ,1,Ta'izz town,,Ta'izz governorate,,13.579522,44.020908,POINT (44.020908 13.579522),149489,Yemen (North Yemen),678,Middle East,1,1,09/25/2015 00:00:00,09/25/2015 00:00:00,0,0,3,0,3,3,3,0
205807,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Associated Press Newswires,2015-09-25,Saudi airstrikes, fighting in Yemeni city kill 13 people""",Associated Press Newswires,2015-09-25,"Saudi airstrikes, fighting in Yemeni city kill 13 people",Yemen officials ,2,Ta'izz town,,Ta'izz governorate,,13.579522,44.020908,POINT (44.020908 13.579522),149489,Yemen (North Yemen),678,Middle East,1,1,09/25/2015 00:00:00,09/25/2015 00:00:00,0,0,0,10,10,10,10,0
205808,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Reuters News,2015-09-26,UPDATE 1-Saudi border officers killed in attack from Yemen - Saudi ministry""",Reuters News,2015-09-26,UPDATE 1-Saudi border officers killed in attack from Yemen - Saudi ministry,Saudi interior ministry ,5,Saudi Arabia - Yemen border,,,,17.397132,43.477426,POINT (43.477426 17.397132),154527,Yemen (North Yemen),678,Middle East,1,1,09/25/2015 00:00:00,09/25/2015 00:00:00,0,2,0,0,2,2,2,2
205809,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""Agence France Presse,2015-09-26,20 Yemen rebels killed as loyalists press offensive"";""Associated Press Newswires,2015-09-26,Heavy fire from Yemen rebels kills Saudi officer, soldier""",Agence France Presse;Associated Press Newswires,2015-09-26;2015-09-26,"20 Yemen rebels killed as loyalists press offensive;Heavy fire from Yemen rebels kills Saudi officer, soldier",military official,4,Ma'rib governorate,,Ma'rib governorate,,15.416667,45.35,POINT (45.350000 15.416667),151651,Yemen (North Yemen),678,Middle East,1,1,09/26/2015 00:00:00,09/26/2015 00:00:00,15,5,0,0,20,20,20,20
205810,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Associated Press Newswires,2015-09-26,Heavy fire from Yemen rebels kills Saudi officer, soldier""",Associated Press Newswires,2015-09-26,"Heavy fire from Yemen rebels kills Saudi officer, soldier",local medical officials,1,Al Mukhā’ town,,Ta'izz governorate,Al Mukhā’ district,13.319453,43.244799,POINT (43.244799 13.319453),148767,Yemen (North Yemen),678,Middle East,1,1,09/26/2015 00:00:00,09/26/2015 00:00:00,6,0,0,0,6,6,6,6
205813,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""Reuters News,2015-09-27,UPDATE 1-Saudi-led coalition helicopter attack kills 25 civilians in Yemen - residents, medics"";""Reuters News,2015-09-27,UPDATE 2-Helicopter attack kills 30 civilians in Yemen village - residents, medics""",Reuters News;Reuters News,2015-09-27;2015-09-27,"UPDATE 1-Saudi-led coalition helicopter attack kills 25 civilians in Yemen - residents, medics;UPDATE 2-Helicopter attack kills 30 civilians in Yemen village - residents, medics",residents and medics ,1,Banī az Ziyla’ village,,Ḩajjah governorate,Mīdī district,16.397868,42.990227,POINT (42.990227 16.397868),153086,Yemen (North Yemen),678,Middle East,1,1,09/27/2015 00:00:00,09/27/2015 00:00:00,0,0,0,0,0,25,0,0
205815,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,4,"""Agence France Presse,2015-09-28,Suspected Arab coalition air raid kills 40 at Yemen wedding"";""Reuters News,2015-09-28,Saudi Arabia denies coalition behind attack on Yemen civilians"";""Reuters News,2015-09-29,Death toll from air strike on Yemen wedding party rises above 130: medics"";""BBC,2015-09-29,Yemen conflict: Wedding attack death toll rises to 130""",Agence France Presse;Reuters News;Reuters News;BBC,2015-09-28;2015-09-28;2015-09-29;2015-09-29,Suspected Arab coalition air raid kills 40 at Yemen wedding;Saudi Arabia denies coalition behind attack on Yemen civilians;Death toll from air strike on Yemen wedding party rises above 130: medics;Yemen conflict: Wedding attack death toll rises to 130,medics and witnesses ,2,Al Mukhā’ town,,Ta'izz governorate,Al Mukhā’ district,13.319453,43.244799,POINT (43.244799 13.319453),148767,Yemen (North Yemen),678,Middle East,1,1,09/28/2015 00:00:00,09/28/2015 00:00:00,0,0,0,131,131,131,0,0
205816,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,2,"""Agence France Presse,2015-09-28,Suspected Arab coalition air raid kills 40 at Yemen wedding"";""Agence France Presse,2015-09-30,Two Red Crescent workers killed, Yemen govt captures dam""",Agence France Presse;Agence France Presse,2015-09-28;2015-09-30,"Suspected Arab coalition air raid kills 40 at Yemen wedding;Two Red Crescent workers killed, Yemen govt captures dam",state news agency,1,Ta'izz town,,Ta'izz governorate,,13.579522,44.020908,POINT (44.020908 13.579522),149489,Yemen (North Yemen),678,Middle East,1,1,09/28/2015 00:00:00,09/28/2015 00:00:00,0,0,5,0,5,5,5,0
205817,,2015,True,Clear,1,230,230,Yemen (North Yemen):Government,14595,14595,Government of Yemen (North Yemen) - Forces of Hadi,123,123,Government of Yemen (North Yemen),6254,6254,Forces of Hadi,1,"""Agence France Presse,2015-09-28,Suspected Arab coalition air raid kills 40 at Yemen wedding""",Agence France Presse,2015-09-28,Suspected Arab coalition air raid kills 40 at Yemen wedding,head of police special forces in Marib,4,Ma'rib governorate,,Ma'rib governorate,,15.416667,45.35,POINT (45.350000 15.416667),151651,Yemen (North Yemen),678,Middle East,2,2,09/27/2015 00:00:00,09/28/2015 00:00:00,22,0,0,0,22,22,22,22
